 Aproximacao_de_Stirling: 
  
   2.00000000     #  0.65180650232761206     
   3.00000000     #   1.7640816169590867     
   4.00000000     #   3.1572631873951824     
   5.00000000     #   4.7708472158599040     
   6.00000000     #   6.5653752275332486     
   7.00000000     #   8.5132639371978556     
   8.00000000     #   10.594191697108748     
   9.00000000     #   12.792571435151784     
   10.0000000     #   15.096083296984604     
   11.0000000     #   17.494734404342822     
   12.0000000     #   19.980271953189199     
   13.0000000     #   22.545754503925380     
   14.0000000     #   25.185271258556931     
   15.0000000     #   27.893717889612905     
   16.0000000     #   30.666652585972706     
   17.0000000     #   33.500172294341859     
   18.0000000     #   36.390815862834103     
   19.0000000     #   39.335497788898927     
   20.0000000     #   42.331450832577076     
   21.0000000     #   45.376174436390308     
   22.0000000     #   48.467397090692131     
   23.0000000     #   51.603049180473640     
   24.0000000     #   54.781258003796317     
   25.0000000     #   58.000269770099415     
   26.0000000     #   61.258497070035432     
   27.0000000     #   64.554451584612792     
   28.0000000     #   67.886768097127913     
   29.0000000     #   71.254159643264018     
   30.0000000     #   74.655456427402640     
