           1  0.11799187465257632     
           2   4.1754806670416089E-002
           3   1.9710782405548244E-002
           4   9.5373532372873271E-003
           5   1.8539731838913553E-003
           6   9.2356020229900082E-004
           7   1.8416114920327686E-004
           8   9.2046060535366792E-005
           9   1.8403687002788160E-005
          10   9.2014991022182357E-006
          11   1.8402186281463173E-006
          12   1.8396571555001628E-007
          13   1.7876351066092866E-008
          14   8.9945668690916136E-009
