           1   3.5198338363475301E-002
           2   5.5439597995790013E-003
           3   1.3827636708647617E-003
           4   3.4548838583292607E-004
           5   1.3816940031663449E-005
           6   3.4542147204774665E-006
           7   1.3816823862811134E-007
           8   3.4541908888741091E-008
           9   1.3828778122615404E-009
          10   3.4592950726164418E-010
          11   9.3418606184059172E-012
          12   1.7603696278456482E-012
          13   1.1278267209036130E-010
          14   2.0096797115343179E-008
