           1   4.7595197925625943E-002
           2   3.0666887071258309E-002
           3   1.6945255063818720E-002
           4   8.8463764656214749E-003
           5   1.8263393038280284E-003
           6   9.1665177285804589E-004
           7   1.8388481272602064E-004
           8   9.1976976717589309E-005
           9   1.8400921247163637E-005
          10   9.2008072432037125E-006
          11   1.8402373118675541E-006
          12   1.8396219481076059E-007
          13   1.7650785721912143E-008
          14   3.1199027361594744E-008
