 Media:  Desvio: 
  0.34999999999999998      #  0.48066137096229522     
  0.37000000000000000      #  0.48665940218737574     
  0.41999999999999998      #  0.49783774891265969     
  0.32000000000000001      #  0.46992799792342965     
  0.29999999999999999      #  0.46155205885176470     
  0.34999999999999998      #  0.48066137096229539     
